node_id,canonical_name,mae,model,fold_id
18,Mullaitivu,2.230769230769231,persistence,8
19,Nuwara Eliya,3.1538461538461537,persistence,8
20,Polonnaruwa,5.903846153846154,persistence,8
21,Puttalam,11.115384615384615,persistence,8
22,Ratnapura,13.76923076923077,persistence,8
23,Trincomalee,4.884615384615385,persistence,8
24,Vavuniya,2.3076923076923075,persistence,8
0,Ampara,22.615384615384617,seasonal_naive,8
1,Anuradhapura,16.75,seasonal_naive,8
2,Badulla,21.884615384615383,seasonal_naive,8
3,Batticaloa,37.09615384615385,seasonal_naive,8
4,Colombo,121.11538461538461,seasonal_naive,8
5,Galle,44.92307692307692,seasonal_naive,8
6,Gampaha,86.82692307692308,seasonal_naive,8
7,Hambantota,18.673076923076923,seasonal_naive,8
8,Jaffna,130.94230769230768,seasonal_naive,8
9,Kalutara,63.90384615384615,seasonal_naive,8
10,Kandy,115.48076923076923,seasonal_naive,8
11,Kegalle,35.21153846153846,seasonal_naive,8
12,Kilinochchi,6.269230769230769,seasonal_naive,8
13,Kurunegala,41.44230769230769,seasonal_naive,8
14,Mannar,5.923076923076923,seasonal_naive,8
15,Matale,22.0,seasonal_naive,8
16,Matara,21.01923076923077,seasonal_naive,8
17,Moneragala,16.423076923076923,seasonal_naive,8
18,Mullaitivu,5.211538461538462,seasonal_naive,8
19,Nuwara Eliya,6.903846153846154,seasonal_naive,8
20,Polonnaruwa,8.173076923076923,seasonal_naive,8
21,Puttalam,33.92307692307692,seasonal_naive,8
22,Ratnapura,23.865384615384617,seasonal_naive,8
23,Trincomalee,28.442307692307693,seasonal_naive,8
24,Vavuniya,4.596153846153846,seasonal_naive,8
0,Ampara,5.9423076923076925,persistence,9
1,Anuradhapura,4.5,persistence,9
2,Badulla,6.076923076923077,persistence,9
3,Batticaloa,8.115384615384615,persistence,9
4,Colombo,35.57692307692308,persistence,9
5,Galle,12.096153846153847,persistence,9
6,Gampaha,20.173076923076923,persistence,9
7,Hambantota,5.730769230769231,persistence,9
8,Jaffna,8.5,persistence,9
9,Kalutara,13.173076923076923,persistence,9
10,Kandy,17.48076923076923,persistence,9
11,Kegalle,9.423076923076923,persistence,9
12,Kilinochchi,1.9807692307692308,persistence,9
13,Kurunegala,8.884615384615385,persistence,9
14,Mannar,2.25,persistence,9
15,Matale,7.153846153846154,persistence,9
16,Matara,11.596153846153847,persistence,9
17,Moneragala,5.673076923076923,persistence,9
18,Mullaitivu,1.1923076923076923,persistence,9
19,Nuwara Eliya,3.576923076923077,persistence,9
20,Polonnaruwa,3.3461538461538463,persistence,9
21,Puttalam,4.980769230769231,persistence,9
22,Ratnapura,19.48076923076923,persistence,9
23,Trincomalee,5.25,persistence,9
24,Vavuniya,1.5961538461538463,persistence,9
0,Ampara,14.461538461538462,seasonal_naive,9
1,Anuradhapura,8.346153846153847,seasonal_naive,9
2,Badulla,8.807692307692308,seasonal_naive,9
3,Batticaloa,21.23076923076923,seasonal_naive,9
4,Colombo,108.88461538461539,seasonal_naive,9
5,Galle,22.115384615384617,seasonal_naive,9
6,Gampaha,60.21153846153846,seasonal_naive,9
7,Hambantota,10.423076923076923,seasonal_naive,9
8,Jaffna,80.26923076923077,seasonal_naive,9
9,Kalutara,25.115384615384617,seasonal_naive,9
10,Kandy,30.25,seasonal_naive,9
11,Kegalle,15.961538461538462,seasonal_naive,9
12,Kilinochchi,5.076923076923077,seasonal_naive,9
13,Kurunegala,19.96153846153846,seasonal_naive,9
14,Mannar,3.8653846153846154,seasonal_naive,9
15,Matale,13.115384615384615,seasonal_naive,9
16,Matara,19.03846153846154,seasonal_naive,9
17,Moneragala,11.25,seasonal_naive,9
18,Mullaitivu,3.4038461538461537,seasonal_naive,9
19,Nuwara Eliya,4.9423076923076925,seasonal_naive,9
20,Polonnaruwa,6.038461538461538,seasonal_naive,9
21,Puttalam,13.153846153846153,seasonal_naive,9
22,Ratnapura,43.28846153846154,seasonal_naive,9
23,Trincomalee,10.711538461538462,seasonal_naive,9
24,Vavuniya,2.6923076923076925,seasonal_naive,9
