date,canonical_name,rainfall_era5,rainfall_chirps,difference_mm,agreement
2019-12-20,Gampaha,65.51339199198519,3.830260335787492,61.68,era5 only
2020-05-15,Gampaha,14.66400202254888,56.62364199831673,-41.96,chirps only
2020-09-06,Gampaha,46.8174211646348,63.97434103941964,-17.16,chirps only
2020-11-15,Gampaha,79.13751238206603,7.755441212136767,71.38,era5 only
2021-01-13,Gampaha,86.2633627217005,0.8748032495933384,85.39,era5 only
2021-05-03,Gampaha,75.6113729531027,19.91206960500038,55.7,era5 only
2021-05-13,Gampaha,36.28287300393784,80.86152784723438,-44.58,chirps only
2021-05-24,Gampaha,33.35460414045194,54.35146038026544,-21.0,chirps only
2021-06-03,Gampaha,13.735453535175502,74.15211423509753,-60.42,chirps only
2021-06-05,Gampaha,15.941895154116684,60.181509282032174,-44.24,chirps only
2021-06-13,Gampaha,17.27788999186311,75.50838134265129,-58.23,chirps only
2021-11-06,Gampaha,18.027678579888853,60.06259530373571,-42.03,chirps only
2021-11-08,Gampaha,75.83480875359267,20.01482397614723,55.82,era5 only
2021-11-09,Gampaha,72.61630283477601,9.65779579572194,62.96,era5 only
2022-04-10,Gampaha,28.969808608578223,54.07222009451878,-25.1,chirps only
2022-05-14,Gampaha,59.70580851249092,48.87312302801434,10.83,era5 only
2022-09-05,Gampaha,19.514999279479365,53.66875153028499,-34.15,chirps only
2022-10-14,Gampaha,23.42014014276736,50.69804835583401,-27.28,chirps only
2023-05-01,Gampaha,26.13666910918886,53.109127857046765,-26.97,chirps only
2023-05-04,Gampaha,20.6652391764704,57.26534413685543,-36.6,chirps only
2023-06-01,Gampaha,2.737005181720129,52.256375551172965,-49.52,chirps only
2023-10-17,Gampaha,55.59822391989674,25.9310311271832,29.67,era5 only
2023-10-18,Gampaha,94.19513665762764,36.40209996260079,57.79,era5 only
2023-11-02,Gampaha,59.37911511215594,30.762248664515862,28.62,era5 only
2023-11-08,Gampaha,18.24289484062843,50.62986145400254,-32.39,chirps only
2024-05-18,Gampaha,54.273935692924056,30.091292658560675,24.18,era5 only
2024-08-12,Gampaha,86.35061783856067,16.17066840890746,70.18,era5 only
2024-10-07,Gampaha,52.36138133681823,33.5032442160698,18.86,era5 only
2024-10-13,Gampaha,21.184175828583577,60.12550511015007,-38.94,chirps only
2024-11-19,Gampaha,84.07911603923306,18.906330118171294,65.17,era5 only
2024-11-20,Gampaha,55.73400548893183,27.565527765666,28.17,era5 only
2024-11-26,Gampaha,80.28141103937087,64.31372396214056,15.97,both
2025-05-26,Gampaha,8.607993444399462,56.351948072017976,-47.74,chirps only
2025-10-17,Gampaha,83.28055034386676,43.50972398865414,39.77,era5 only
2025-10-18,Gampaha,84.52330341933124,28.71553690345407,55.81,era5 only
2025-10-19,Gampaha,109.89152828803702,48.06159312574141,61.83,era5 only
2025-10-20,Gampaha,71.33101363394712,26.75889003476677,44.57,era5 only
2025-10-24,Gampaha,10.617998149490976,74.30492312350864,-63.69,chirps only
2025-11-18,Gampaha,59.94139006569672,30.56257201333523,29.38,era5 only
2025-11-23,Gampaha,70.52862306242507,40.298749315878375,30.23,era5 only
2025-11-27,Gampaha,135.94508961674995,79.62470839940768,56.32,both
2025-11-28,Gampaha,202.82674132700416,48.86632578634566,153.96,era5 only
2006-10-24,Jaffna,12.479074898258167,58.55966604097075,-46.08,chirps only
2006-11-03,Jaffna,13.810448589548756,66.25112322676948,-52.44,chirps only
2007-10-18,Jaffna,80.93828805949778,35.823509931741164,45.11,era5 only
2007-10-22,Jaffna,54.911034386198665,20.611412965084472,34.3,era5 only
2007-12-13,Jaffna,81.7860283980638,52.37032728681282,29.42,both
2007-12-18,Jaffna,26.01761344870876,72.73753047132145,-46.72,chirps only
2008-11-23,Jaffna,63.17313441376468,57.08655576856447,6.09,both
2008-11-24,Jaffna,134.20887082252207,78.02806940911914,56.18,both
2008-11-25,Jaffna,138.39773612107692,86.85047690723415,51.55,both
2008-11-26,Jaffna,34.16504960587864,97.70496467619942,-63.54,chirps only
2008-12-06,Jaffna,30.67752167248572,81.57040188189363,-50.89,chirps only
2009-03-09,Jaffna,99.05255492178338,25.715150273032325,73.34,era5 only
2009-11-05,Jaffna,26.03489361025938,52.57942714248664,-26.54,chirps only
2009-11-09,Jaffna,13.542480766343198,56.55709876254182,-43.01,chirps only
2009-11-13,Jaffna,18.90077195435132,51.01940992453228,-32.12,chirps only
2009-11-15,Jaffna,11.105219336314926,53.9860077640259,-42.88,chirps only
2009-12-15,Jaffna,105.000208045102,61.210036024560026,43.79,both
2009-12-16,Jaffna,9.234783790167326,64.79874332159848,-55.56,chirps only
2009-12-21,Jaffna,10.626725490404084,66.90482880165068,-56.28,chirps only
2009-12-22,Jaffna,19.50303114175941,63.21349667640019,-43.71,chirps only
2010-08-21,Jaffna,51.68630724009092,3.202619418073905,48.48,era5 only
2010-11-23,Jaffna,13.891794410682431,68.85999890128822,-54.97,chirps only
2010-11-25,Jaffna,45.94783125477525,56.27943778656129,-10.33,chirps only
2010-11-26,Jaffna,29.19085738423172,74.90213419313419,-45.71,chirps only
2010-12-01,Jaffna,66.83527578816886,28.707136497596263,38.13,era5 only
2010-12-03,Jaffna,65.57647183413549,47.39505267249764,18.18,era5 only
2010-12-05,Jaffna,82.64127288053768,60.37151362614468,22.27,both
2011-01-05,Jaffna,117.43072485875504,19.80508492147783,97.63,era5 only
2011-11-01,Jaffna,18.62511786437953,80.27373239850327,-61.65,chirps only
2011-11-16,Jaffna,17.514961848714783,56.37390651217616,-38.86,chirps only
2011-11-24,Jaffna,19.22145633115629,53.90787780728824,-34.69,chirps only
2011-11-25,Jaffna,41.83667123024962,57.30060525102111,-15.46,chirps only
2011-12-19,Jaffna,15.98979836938822,56.94566404197074,-40.96,chirps only
2012-10-29,Jaffna,76.10308594891882,59.55405901021825,16.55,both
2012-10-30,Jaffna,73.61846663822163,59.744061467021446,13.87,both
2012-11-25,Jaffna,23.604444498171937,58.45963985263816,-34.86,chirps only
2012-12-22,Jaffna,0.670895585725509,54.81874173222356,-54.15,chirps only
2012-12-27,Jaffna,24.81617602659821,151.6286961157479,-126.81,chirps only
2013-01-08,Jaffna,27.415845034870685,55.08090788149947,-27.67,chirps only
2014-11-03,Jaffna,53.93356564522449,15.614933934065736,38.32,era5 only
2014-11-28,Jaffna,74.05625522583479,24.7456113157811,49.31,era5 only
2014-12-20,Jaffna,7.107937677513981,53.36340908094956,-46.26,chirps only
2014-12-28,Jaffna,66.33970633526391,13.587812361822104,52.75,era5 only
2014-12-29,Jaffna,98.8236376093128,2.9674668677174982,95.86,era5 only
2015-11-01,Jaffna,118.27657486623217,50.74511001547435,67.53,both
2015-11-02,Jaffna,76.79995623626778,0.0,76.8,era5 only
2015-11-08,Jaffna,40.71424460418647,61.153632780291446,-20.44,chirps only
2015-11-14,Jaffna,62.80822519375816,81.76819844563806,-18.96,both
2015-11-15,Jaffna,56.35020910752198,73.6443365846332,-17.29,both
2015-11-19,Jaffna,57.435233206046405,6.155449697158111,51.28,era5 only
2015-12-28,Jaffna,19.98691356700869,51.50235556032906,-31.52,chirps only
2016-05-16,Jaffna,126.0788086706772,22.069569978899075,104.01,era5 only
2016-12-27,Jaffna,13.711433401683454,55.43784392336729,-41.73,chirps only
2017-01-27,Jaffna,22.42862187646204,56.09800366380702,-33.67,chirps only
2017-11-02,Jaffna,38.15541006519514,51.17233858754177,-13.02,chirps only
2017-11-04,Jaffna,33.86117833198924,56.46094468630401,-22.6,chirps only
2017-11-10,Jaffna,55.9900001165143,29.38960967201672,26.6,era5 only
2018-11-01,Jaffna,38.20062933131116,56.48049934364177,-18.28,chirps only
2018-11-02,Jaffna,16.269732034806758,55.4225664898279,-39.15,chirps only
2018-11-15,Jaffna,104.44600843911564,32.19011549909755,72.26,era5 only
2018-11-16,Jaffna,58.63227775510043,18.40597920994761,40.23,era5 only
2019-11-29,Jaffna,19.35779468364392,57.04120377313998,-37.68,chirps only
2019-11-30,Jaffna,48.089265490916496,67.30968113874968,-19.22,chirps only
2019-12-02,Jaffna,37.25310932780522,59.45958943645414,-22.21,chirps only
2019-12-23,Jaffna,67.73190816212903,3.5258606820149696,64.21,era5 only
2020-12-02,Jaffna,131.6896847457324,94.4727554169951,37.22,both
2020-12-04,Jaffna,77.42711813289345,57.36807100119186,20.06,both
2020-12-05,Jaffna,158.72810314015084,53.49456081948027,105.23,both
2020-12-06,Jaffna,6.687897355186232,51.44172163331236,-44.75,chirps only
2021-01-10,Jaffna,30.93360776327764,61.295064682197655,-30.36,chirps only
2021-01-11,Jaffna,98.27946384872268,52.29605400509853,45.98,both
2021-01-12,Jaffna,57.36343258153814,25.81588481266471,31.55,era5 only
2021-10-31,Jaffna,26.28462147886615,57.08973840789994,-30.81,chirps only
2021-11-03,Jaffna,19.749062974920147,58.524787139728105,-38.78,chirps only
2021-11-08,Jaffna,45.774838623706174,54.12291542033485,-8.35,chirps only
2021-11-09,Jaffna,67.54606320522547,92.17791320708665,-24.63,both
2021-11-24,Jaffna,27.24953708980932,74.09312342793022,-46.84,chirps only
2021-11-26,Jaffna,17.44377008362244,57.094610084872585,-39.65,chirps only
2021-11-28,Jaffna,16.53242600799906,58.00672653632517,-41.47,chirps only
2022-02-10,Jaffna,56.24400187355431,11.48493351741,44.76,era5 only
2022-10-31,Jaffna,26.12292892296249,67.20073191002456,-41.08,chirps only
2022-11-11,Jaffna,63.20341500308164,41.87446086079152,21.33,era5 only
2023-02-01,Jaffna,62.50222283623153,80.60196053265193,-18.1,both
2023-11-03,Jaffna,23.302135487576084,56.175246031161976,-32.87,chirps only
2023-11-13,Jaffna,53.5249212635254,64.50285551307222,-10.98,both
2023-11-18,Jaffna,12.2998206647138,54.12210527772893,-41.82,chirps only
2023-12-14,Jaffna,6.225844413391996,68.21805813702596,-61.99,chirps only
2023-12-16,Jaffna,25.04912955576584,76.25651574582668,-51.21,chirps only
2023-12-18,Jaffna,24.27582179427836,54.14929677541323,-29.87,chirps only
2024-11-21,Jaffna,10.023795347768452,71.6869361246429,-61.66,chirps only
2024-11-24,Jaffna,4.270067979166027,55.4825847070718,-51.21,chirps only
2024-11-25,Jaffna,41.79369151705363,51.76947025754734,-9.98,chirps only
2024-11-26,Jaffna,126.90472254666189,77.97209358758177,48.93,both
2024-11-27,Jaffna,83.40408357659405,60.62381457257653,22.78,both
2024-12-11,Jaffna,66.30533767889004,14.33928816252096,51.97,era5 only
2025-01-14,Jaffna,14.452009472841862,53.40046535322512,-38.95,chirps only
2025-11-12,Jaffna,11.955477824188485,60.54300189743277,-48.59,chirps only
2025-11-15,Jaffna,70.135188175766,5.42334497646712,64.71,era5 only
2025-11-16,Jaffna,62.67822913506907,77.01984951833552,-14.34,both
2025-11-28,Jaffna,163.43639701528156,149.6475806040433,13.79,both
2006-06-20,Ratnapura,45.47917582229286,78.56931878235149,-33.09,chirps only
2006-07-04,Ratnapura,18.389437350683547,72.6675433012012,-54.28,chirps only
2006-09-06,Ratnapura,6.335165856535811,52.27408982369953,-45.94,chirps only
2006-10-15,Ratnapura,67.44207316721821,30.220700308153585,37.22,era5 only
2006-10-20,Ratnapura,74.32880701066983,37.87903369291699,36.45,era5 only
2006-10-23,Ratnapura,63.4857377102946,36.05679580722752,27.43,era5 only
2006-10-27,Ratnapura,20.80056873512423,50.58148514309449,-29.78,chirps only
2006-11-06,Ratnapura,58.36626184483151,31.13139661808687,27.23,era5 only
2006-11-10,Ratnapura,90.56686246762597,18.81164483026278,71.76,era5 only
2006-11-11,Ratnapura,97.60844478196933,25.714287307523463,71.89,era5 only
2006-11-12,Ratnapura,56.37944493690833,17.04530502589736,39.33,era5 only
2006-11-18,Ratnapura,63.63184732756679,30.746002285591786,32.89,era5 only
2006-11-19,Ratnapura,51.64356391482346,27.1157603909293,24.53,era5 only
2006-11-20,Ratnapura,23.24023003613,65.71793869751554,-42.48,chirps only
2007-01-11,Ratnapura,21.995925713126688,73.37448526661359,-51.38,chirps only
2007-05-28,Ratnapura,23.601899473442568,87.29032690584407,-63.69,chirps only
2007-06-14,Ratnapura,22.06140604575396,77.8502052424111,-55.79,chirps only
2007-06-21,Ratnapura,30.707066601761568,55.77387826864703,-25.07,chirps only
2007-12-17,Ratnapura,55.44277055416601,2.224783713276503,53.22,era5 only
2008-02-29,Ratnapura,58.46620330531412,0.0,58.47,era5 only
2008-03-12,Ratnapura,18.899795119719368,85.48563750020747,-66.59,chirps only
2008-03-15,Ratnapura,53.44101691842707,75.60675396523446,-22.17,both
2008-04-09,Ratnapura,119.77378547578418,19.310024853252752,100.46,era5 only
2008-04-15,Ratnapura,76.67533491316782,6.913823200677966,69.76,era5 only
2008-06-01,Ratnapura,15.81363433399532,61.855105951875295,-46.04,chirps only
2008-07-18,Ratnapura,31.52336173004792,52.719289531018255,-21.2,chirps only
2008-10-20,Ratnapura,60.86475670960907,34.20860570401363,26.66,era5 only
2008-11-29,Ratnapura,68.13955060410144,10.835518528315296,57.3,era5 only
2008-12-01,Ratnapura,72.92948883068215,5.038198269753977,67.89,era5 only
2009-09-18,Ratnapura,8.01251220965232,57.61168659643103,-49.6,chirps only
2009-10-31,Ratnapura,81.54787281053761,29.11723123590187,52.43,era5 only
2010-01-30,Ratnapura,75.80215959846726,3.4339304168654,72.37,era5 only
2010-05-17,Ratnapura,9.603923995352108,55.42775823318492,-45.82,chirps only
2010-05-20,Ratnapura,46.75388159958327,67.74817195634833,-20.99,chirps only
2010-06-11,Ratnapura,21.38642010282051,69.62941299785024,-48.24,chirps only
2010-06-23,Ratnapura,12.349168573338291,54.7626723138952,-42.41,chirps only
2010-10-01,Ratnapura,49.796517896270856,50.228410571054354,-0.43,chirps only
2010-11-10,Ratnapura,115.9604129877959,22.99650565874423,92.96,era5 only
2010-11-11,Ratnapura,64.67884194972369,3.3185237244555643,61.36,era5 only
2010-11-22,Ratnapura,69.1616625146068,59.7132285248643,9.45,both
2010-12-02,Ratnapura,60.83590426790656,36.39595385552076,24.44,era5 only
2010-12-03,Ratnapura,56.83034499791149,36.33264387049808,20.5,era5 only
2010-12-09,Ratnapura,19.61596017218378,50.79110256475821,-31.18,chirps only
2010-12-16,Ratnapura,52.33075550551269,6.401387446671456,45.93,era5 only
2010-12-23,Ratnapura,93.95320579221976,15.97889801459286,77.97,era5 only
2011-01-01,Ratnapura,64.2487655960441,23.224005572790528,41.02,era5 only
2011-01-06,Ratnapura,50.99113609905541,5.284501105478744,45.71,era5 only
2011-01-07,Ratnapura,51.796680752265694,13.869260043815462,37.93,era5 only
2011-01-09,Ratnapura,64.30586202549787,35.25604760325201,29.05,era5 only
2011-02-01,Ratnapura,68.2226330934105,84.4961659506988,-16.27,both
2011-02-02,Ratnapura,16.708567650134267,52.6332860080935,-35.92,chirps only
2011-02-07,Ratnapura,65.57295826884943,46.64832767123355,18.92,era5 only
2011-04-28,Ratnapura,10.232288535584356,50.06737742895106,-39.84,chirps only
2012-05-25,Ratnapura,8.922408029562616,62.01900260025414,-53.1,chirps only
2012-10-27,Ratnapura,104.28918133115424,14.462090463202372,89.83,era5 only
2012-10-28,Ratnapura,72.5488782326994,36.100644742487766,36.45,era5 only
2012-10-30,Ratnapura,13.832114283821406,52.38648017767029,-38.55,chirps only
2012-11-15,Ratnapura,113.12281109760856,8.277088791885605,104.85,era5 only
2012-12-17,Ratnapura,15.895687046992888,73.00829893758691,-57.11,chirps only
2013-01-07,Ratnapura,83.31504673841648,42.843346877302665,40.47,era5 only
2013-05-13,Ratnapura,14.214679741648991,53.34522450171532,-39.13,chirps only
2013-06-08,Ratnapura,44.05220147989267,69.42145138128015,-25.37,chirps only
2013-09-07,Ratnapura,3.0447643538209768,50.84101637980691,-47.8,chirps only
2013-10-30,Ratnapura,91.32348606216988,19.531409196115813,71.79,era5 only
2013-12-03,Ratnapura,52.57803445638083,10.687816642846457,41.89,era5 only
2014-06-03,Ratnapura,6.936634125590274,53.46773321925449,-46.53,chirps only
2014-08-17,Ratnapura,6.143018693233075,61.85605491660483,-55.71,chirps only
2014-10-15,Ratnapura,162.56301968988274,34.1027229262167,128.46,era5 only
2014-10-16,Ratnapura,113.26152950444298,17.304388801025816,95.96,era5 only
2014-11-11,Ratnapura,53.36574972249839,13.872128174679425,39.49,era5 only
2014-12-17,Ratnapura,69.47830808705089,18.86561026014912,50.61,era5 only
2014-12-22,Ratnapura,86.5239084665485,16.423445296018294,70.1,era5 only
2014-12-24,Ratnapura,56.44981759303054,38.560899942853226,17.89,era5 only
2014-12-25,Ratnapura,99.40285783217922,38.06908604408434,61.33,era5 only
2015-04-20,Ratnapura,84.23884452305767,25.1836236257972,59.06,era5 only
2015-06-15,Ratnapura,6.115613103615953,54.23159626444287,-48.12,chirps only
2015-06-17,Ratnapura,4.676564404146294,51.35747174796822,-46.68,chirps only
2015-10-16,Ratnapura,122.1980593756064,24.24814997194381,97.95,era5 only
2015-10-18,Ratnapura,51.47998815502756,25.92392289510957,25.56,era5 only
2015-10-23,Ratnapura,92.37309728487487,24.58761963317537,67.79,era5 only
2015-10-24,Ratnapura,129.48500074742222,30.50477830517446,98.98,era5 only
2015-10-25,Ratnapura,79.59385415434171,31.93891187036881,47.65,era5 only
2015-11-02,Ratnapura,63.98236857106531,30.15899654887085,33.82,era5 only
2015-11-06,Ratnapura,54.45126016114694,13.534523886589048,40.92,era5 only
2016-05-12,Ratnapura,19.26726536859637,50.872173114397306,-31.6,chirps only
2016-05-13,Ratnapura,93.08791945277608,36.29463698916182,56.79,era5 only
2016-05-14,Ratnapura,93.84993222480702,61.79098788585976,32.06,both
2016-05-15,Ratnapura,136.33555365411942,85.3746164557379,50.96,both
2016-05-16,Ratnapura,23.594416024831126,66.15590276293761,-42.56,chirps only
2016-05-17,Ratnapura,36.51880370031035,82.20722963768834,-45.69,chirps only
2016-05-27,Ratnapura,13.071963784034306,53.2989417458623,-40.23,chirps only
2017-03-29,Ratnapura,64.28400242128748,20.691538139221645,43.59,era5 only
2017-05-26,Ratnapura,13.435857074381715,136.37759392309607,-122.94,chirps only
2017-08-18,Ratnapura,18.167610742206275,73.87070523345157,-55.7,chirps only
2017-11-06,Ratnapura,54.99740524126414,22.15823155188141,32.84,era5 only
2017-11-23,Ratnapura,61.14165415294617,6.174827404766764,54.97,era5 only
2017-11-25,Ratnapura,57.19524684272014,19.653802086386413,37.54,era5 only
2017-11-29,Ratnapura,53.12334743956428,46.55035886829908,6.57,era5 only
2018-10-07,Ratnapura,59.87633767998181,16.249113807538567,43.63,era5 only
2018-11-05,Ratnapura,83.02883256125368,42.35689205627689,40.67,era5 only
2019-02-26,Ratnapura,54.66262660604794,2.775788142252881,51.89,era5 only
2019-08-08,Ratnapura,12.33936808697394,50.01595370021082,-37.68,chirps only
2019-09-15,Ratnapura,17.977018000404463,90.86477564389928,-72.89,chirps only
2019-10-20,Ratnapura,106.7727701803304,21.427257223900263,85.35,era5 only
2019-12-20,Ratnapura,50.52733008839986,7.046983369256998,43.48,era5 only
2020-05-12,Ratnapura,57.51809184406724,21.483295324112675,36.03,era5 only
2020-09-06,Ratnapura,38.032321332862665,56.84622032528942,-18.81,chirps only
2020-11-13,Ratnapura,54.82419511174384,23.22180725508337,31.6,era5 only
2021-01-10,Ratnapura,63.52772753502972,15.95762033445628,47.57,era5 only
2021-05-03,Ratnapura,77.38108201229431,28.48518486647165,48.9,era5 only
2021-05-12,Ratnapura,62.50787053509528,27.099806261065098,35.41,era5 only
2021-05-13,Ratnapura,23.209963942370464,61.24558804686619,-38.04,chirps only
2021-06-04,Ratnapura,15.141064812477204,56.32105610343533,-41.18,chirps only
2021-06-08,Ratnapura,65.68065921593632,25.58236028942489,40.1,era5 only
2021-06-13,Ratnapura,12.37936379938714,78.14477322722549,-65.77,chirps only
2021-07-09,Ratnapura,35.51313591665315,53.38725422790353,-17.87,chirps only
2021-10-28,Ratnapura,54.64538836189633,33.33506150170393,21.31,era5 only
2022-04-04,Ratnapura,62.79565608122014,13.62929672947514,49.17,era5 only
2022-05-13,Ratnapura,31.85938793189852,88.72630870044159,-56.87,chirps only
2022-05-14,Ratnapura,70.54171308118197,65.34942885346605,5.19,both
2022-05-31,Ratnapura,45.55974472662097,72.19099694129791,-26.63,chirps only
2022-08-30,Ratnapura,38.7443602940042,63.41802674372076,-24.67,chirps only
2022-12-19,Ratnapura,50.03529083112822,11.775597440003237,38.26,era5 only
2022-12-25,Ratnapura,51.92913757827085,40.298929838210505,11.63,era5 only
2023-02-03,Ratnapura,37.09449336547734,50.99167025723258,-13.9,chirps only
2023-05-01,Ratnapura,21.13966621742071,54.44586093609355,-33.31,chirps only
2023-05-04,Ratnapura,28.178082764153228,71.61319618016792,-43.44,chirps only
2023-05-05,Ratnapura,4.487825066085029,50.13881930147477,-45.65,chirps only
2023-05-14,Ratnapura,5.175380497390668,70.44218703029463,-65.27,chirps only
2023-05-30,Ratnapura,4.565718457955142,53.01881307454237,-48.45,chirps only
2023-06-01,Ratnapura,3.6923483640823287,62.611834162749616,-58.92,chirps only
2023-09-05,Ratnapura,12.01560422380055,51.35707991242778,-39.34,chirps only
2023-09-06,Ratnapura,9.418259435589537,63.934447699152734,-54.52,chirps only
2023-10-17,Ratnapura,52.34137986613411,29.429376148302367,22.91,era5 only
2023-10-18,Ratnapura,100.7523465595158,32.458139410870054,68.29,era5 only
2023-10-22,Ratnapura,56.75006040339751,21.37226443050914,35.38,era5 only
2023-10-23,Ratnapura,62.89662755706277,5.698668776987201,57.2,era5 only
2023-11-02,Ratnapura,67.31999648878943,17.668630322136735,49.65,era5 only
2023-11-06,Ratnapura,53.756683777188286,15.077294802512329,38.68,era5 only
2023-11-22,Ratnapura,60.42790334491441,33.72810726110733,26.7,era5 only
2023-11-28,Ratnapura,64.59696390126089,25.930262802504224,38.67,era5 only
2023-12-08,Ratnapura,56.00193174993059,14.76680332816902,41.24,era5 only
2023-12-15,Ratnapura,50.18873054651688,18.78688222658973,31.4,era5 only
2023-12-18,Ratnapura,79.34023256673878,16.790495488703595,62.55,era5 only
2024-01-01,Ratnapura,81.02350604831102,53.26134220707013,27.76,both
2024-04-12,Ratnapura,56.72567024259617,10.355834239749054,46.37,era5 only
2024-08-12,Ratnapura,54.27569725952853,25.540611837422865,28.74,era5 only
2024-11-19,Ratnapura,51.0404539406194,33.245960233699925,17.79,era5 only
2024-11-26,Ratnapura,42.10004490832995,52.954999020662,-10.85,chirps only
2025-01-11,Ratnapura,74.35611895070043,0.0445241457540107,74.31,era5 only
2025-01-12,Ratnapura,51.40483463495389,32.08624262177176,19.32,era5 only
2025-01-18,Ratnapura,58.6565163510084,23.364679819144047,35.29,era5 only
2025-03-11,Ratnapura,20.087115263965487,61.68246300506839,-41.6,chirps only
2025-04-04,Ratnapura,57.14632341323646,22.418740119649765,34.73,era5 only
2025-11-16,Ratnapura,50.407927869202055,29.256480265526207,21.15,era5 only
2025-11-17,Ratnapura,82.49790545545424,60.14034487474414,22.36,both
2025-11-21,Ratnapura,55.78041794258162,16.65510529839562,39.13,era5 only
2025-11-23,Ratnapura,51.47132644424737,28.266614619698387,23.2,era5 only
2025-11-26,Ratnapura,68.00223817161825,88.43835756088986,-20.44,both
2025-11-27,Ratnapura,86.00322528395206,59.57153602975954,26.43,both
2025-11-28,Ratnapura,55.61802247325565,12.53786637503939,43.08,era5 only
